work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,salary_category
2023,se,FT,data analyst,207300,USD,207300.0,CA,100,CA,m,Elite
2024,se,FT,machine learning engineer,207000,USD,207000.0,US,100,US,m,Elite
2024,mi,FT,data scientist,207000,USD,207000.0,US,0,US,m,Elite
2024,mi,FT,robotics software engineer,207000,USD,207000.0,US,0,US,m,Elite
2024,se,FT,data scientist,207000,USD,207000.0,US,100,US,m,Elite
2024,mi,FT,business intelligence manager,207000,USD,207000.0,US,0,US,m,Elite
2024,ex,FT,head of data,207000,USD,207000.0,US,100,US,m,Elite
2023,se,FT,data scientist,207000,USD,207000.0,US,100,US,m,Elite
2023,ex,FT,data engineer,207000,USD,207000.0,US,100,US,m,Elite
2023,se,FT,analytics engineer,207000,USD,207000.0,US,0,US,m,Elite
2022,se,FT,data scientist,207000,USD,207000.0,US,100,US,m,Elite
2024,se,FT,research scientist,206800,USD,206800.0,CA,0,CA,m,Elite
2022,se,FT,data engineer,206699,USD,206699.0,US,0,US,m,Elite
2022,mi,FT,data engineer,206699,USD,206699.0,US,0,US,m,Elite
2024,se,FT,data operations specialist,206500,USD,206500.0,US,0,US,m,Elite
2023,se,FT,data analyst,206500,USD,206500.0,US,100,US,m,Elite
2024,se,FT,data scientist,206000,USD,206000.0,US,0,US,m,Elite
2024,se,FT,machine learning engineer,206000,USD,206000.0,US,100,US,m,Elite
2024,se,FT,data scientist,206000,USD,206000.0,US,100,US,m,Elite
2024,se,FT,data engineer,206000,USD,206000.0,US,100,US,m,Elite
2024,mi,FT,data engineer,206000,USD,206000.0,US,100,US,m,Elite
2024,mi,FT,business intelligence engineer,206000,USD,206000.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,206000,USD,206000.0,US,100,US,m,Elite
2023,se,FT,data architect,206000,USD,206000.0,US,0,US,m,Elite
2023,se,FT,data architect,206000,USD,206000.0,US,100,US,m,Elite
2023,se,FT,data engineer,206000,USD,206000.0,US,100,US,m,Elite
2023,se,FT,data scientist,206000,USD,206000.0,US,0,US,m,Elite
2023,se,FT,data scientist,206000,USD,206000.0,US,100,US,m,Elite
2023,se,FT,data analyst,206000,USD,206000.0,US,0,US,m,Elite
2023,se,FT,ml engineer,206000,USD,206000.0,US,0,US,m,Elite
2023,se,FT,data engineer,206000,USD,206000.0,US,0,US,m,Elite
2023,mi,FT,data analyst,206000,USD,206000.0,US,0,US,m,Elite
2022,mi,FT,data analyst,206000,USD,206000.0,US,0,US,m,Elite
2022,se,FT,data science manager,206000,USD,206000.0,US,100,US,m,Elite
2023,mi,FT,machine learning infrastructure engineer,205920,USD,205920.0,US,0,US,m,Elite
2023,se,FT,machine learning infrastructure engineer,205920,USD,205920.0,US,0,US,m,Elite
2023,ex,FT,data engineer,205785,USD,205785.0,GB,100,GB,m,Elite
2023,se,FT,data engineer,205700,USD,205700.0,US,0,US,m,Elite
2023,se,FT,data scientist,205670,USD,205670.0,NZ,0,NZ,m,Elite
2023,se,FT,research scientist,205640,USD,205640.0,US,0,US,m,Elite
2024,mi,FT,data engineer,205600,USD,205600.0,US,0,US,l,Elite
2023,mi,FT,data engineer,205600,USD,205600.0,US,0,US,l,Elite
2023,se,FT,machine learning engineer,205600,USD,205600.0,US,100,US,m,Elite
2023,se,FT,data engineer,205600,USD,205600.0,US,0,US,l,Elite
2023,se,FT,data engineer,205600,USD,205600.0,US,100,US,m,Elite
2022,se,FT,data engineer,205600,USD,205600.0,US,0,US,l,Elite
2024,se,FT,data engineer,205500,USD,205500.0,US,100,US,m,Elite
2024,mi,FT,analytics engineer,205500,USD,205500.0,US,0,US,m,Elite
2024,se,FT,research scientist,205500,USD,205500.0,US,0,US,m,Elite
2023,se,FT,data scientist,205500,USD,205500.0,US,0,US,m,Elite
2023,se,FT,research scientist,205500,USD,205500.0,US,0,US,m,Elite
2023,se,FT,data engineer,205500,USD,205500.0,US,0,US,m,Elite
2023,se,FT,data scientist,205485,USD,205485.0,US,0,US,m,Elite
2023,se,FT,data scientist,205485,USD,205485.0,US,100,US,m,Elite
2024,se,FT,data analytics lead,205400,USD,205400.0,US,0,US,m,Elite
2023,se,FT,data scientist,205400,USD,205400.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,205318,USD,205318.0,US,100,US,m,Elite
2022,se,FT,data scientist,205300,USD,205300.0,US,0,US,l,Elite
2022,se,FT,data scientist,205300,USD,205300.0,US,0,US,m,Elite
2022,se,FT,analytics engineer,205300,USD,205300.0,US,0,US,m,Elite
2023,se,FT,analytics engineer,205218,USD,205218.0,US,0,US,m,Elite
2023,se,FT,data scientist,205150,USD,205150.0,US,100,US,m,Elite
2024,se,FT,data engineer,205000,USD,205000.0,US,0,US,m,Elite
2024,se,FT,data scientist,205000,USD,205000.0,US,0,US,m,Elite
2024,se,FT,data engineer,205000,USD,205000.0,US,100,US,m,Elite
2023,se,FT,business intelligence engineer,205000,USD,205000.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,205000,USD,205000.0,US,0,US,m,Elite
2023,mi,FT,data scientist,205000,USD,205000.0,US,100,US,m,Elite
2023,se,FT,data engineer,205000,USD,205000.0,US,0,US,m,Elite
2023,se,FT,analytics engineer,205000,USD,205000.0,US,0,US,m,Elite
2023,se,FT,data scientist,205000,USD,205000.0,US,100,US,m,Elite
2023,se,FT,research scientist,205000,USD,205000.0,US,0,US,m,Elite
2023,se,FT,data architect,205000,USD,205000.0,US,100,US,m,Elite
2023,ex,FT,data engineer,205000,USD,205000.0,US,0,US,m,Elite
2023,se,FT,applied scientist,205000,USD,205000.0,US,100,US,m,Elite
2023,se,FT,data scientist,205000,USD,205000.0,US,0,US,m,Elite
2023,se,FT,applied scientist,205000,USD,205000.0,US,0,US,m,Elite
2022,se,FT,data engineer,205000,USD,205000.0,US,100,US,m,Elite
2022,se,FT,applied scientist,205000,USD,205000.0,US,100,US,m,Elite
2022,se,FT,data scientist,205000,USD,205000.0,US,100,US,m,Elite
2022,ex,FT,head of data,205000,USD,205000.0,US,0,US,m,Elite
2022,se,FT,data scientist,205000,USD,205000.0,US,0,US,m,Elite
2024,se,FT,data scientist,204800,USD,204800.0,US,0,US,m,Elite
2023,se,FT,data engineer,204750,USD,204750.0,US,0,US,m,Elite
2024,se,FT,data engineer,204662,USD,204662.0,US,0,US,m,Elite
2023,en,FT,applied scientist,204620,USD,204620.0,US,0,US,l,Elite
2024,se,FT,machine learning scientist,204600,USD,204600.0,US,0,US,m,Elite
2024,se,FT,data scientist,204600,USD,204600.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,204600,USD,204600.0,US,0,US,m,Elite
2024,se,FT,business intelligence engineer,204500,USD,204500.0,US,0,US,m,Elite
2024,ex,FT,data engineer,204500,USD,204500.0,US,0,US,m,Elite
2024,ex,FT,bi developer,204500,USD,204500.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,204500,USD,204500.0,US,0,US,m,Elite
2023,se,FT,data scientist,204500,USD,204500.0,US,0,US,m,Elite
2023,mi,FT,machine learning engineer,204500,USD,204500.0,US,0,US,m,Elite
2023,mi,FT,data scientist,204500,USD,204500.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,204500,USD,204500.0,US,100,US,m,Elite
2023,se,FT,machine learning modeler,204500,USD,204500.0,US,0,US,m,Elite
2023,mi,FT,decision scientist,204500,USD,204500.0,US,0,US,m,Elite
2023,se,FT,data science lead,204500,USD,204500.0,US,0,US,m,Elite
2023,se,FT,machine learning scientist,204500,USD,204500.0,CA,0,CA,m,Elite
2023,se,FT,decision scientist,204500,USD,204500.0,US,0,US,m,Elite
2023,se,FT,research scientist,204500,USD,204500.0,US,0,US,m,Elite
2023,se,FT,data analyst,204500,USD,204500.0,US,0,US,m,Elite
2023,se,FT,business intelligence engineer,204500,USD,204500.0,US,100,US,m,Elite
2023,ex,FT,data engineer,204500,USD,204500.0,US,0,US,m,Elite
2023,se,FT,data engineer,204500,USD,204500.0,US,0,US,m,Elite
2023,se,FT,data engineer,204500,USD,204500.0,DE,0,DE,m,Elite
2023,ex,FT,head of data,204500,USD,204500.0,US,0,US,m,Elite
2023,se,FT,data analytics manager,204500,USD,204500.0,US,0,US,m,Elite
2022,se,FT,machine learning engineer,204500,USD,204500.0,US,0,US,m,Elite
2024,se,FT,data engineer,204300,USD,204300.0,US,0,US,m,Elite
2023,se,FT,business intelligence engineer,204300,USD,204300.0,US,0,US,m,Elite
2024,se,FT,data scientist,204200,USD,204200.0,US,0,US,m,Elite
2022,se,FT,data scientist,204100,USD,204100.0,US,0,US,m,Elite
2024,se,FT,data science,204000,USD,204000.0,US,0,US,m,Elite
2024,se,FT,data engineer,204000,USD,204000.0,US,0,US,m,Elite
2024,ex,FT,data science,204000,USD,204000.0,US,0,US,m,Elite
2024,se,FT,data scientist,204000,USD,204000.0,US,0,US,m,Elite
2023,mi,FT,analytics engineer,204000,USD,204000.0,US,0,US,m,Elite
2023,se,FT,data engineer,204000,USD,204000.0,US,0,US,m,Elite
2023,se,FT,data scientist,204000,USD,204000.0,US,100,US,m,Elite
2023,se,FT,data science manager,204000,USD,204000.0,US,100,US,m,Elite
2023,se,FT,data architect,204000,USD,204000.0,US,100,US,m,Elite
2023,mi,FT,data scientist,204000,USD,204000.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,204000,USD,204000.0,US,0,US,m,Elite
2023,se,FT,ai architect,204000,USD,204000.0,US,0,US,m,Elite
2023,mi,FT,data engineer,204000,USD,204000.0,US,100,US,m,Elite
2023,se,FT,data scientist,203920,USD,203920.0,US,0,US,m,Elite
2024,ex,FT,machine learning engineer,203800,USD,203800.0,US,0,US,m,Elite
2023,se,FT,data scientist,203649,USD,203649.0,US,100,US,m,Elite
2024,mi,FT,data scientist,203500,USD,203500.0,US,100,US,m,Elite
2024,mi,FT,data engineer,203500,USD,203500.0,US,100,US,m,Elite
2023,se,FT,data scientist,203500,USD,203500.0,US,0,US,m,Elite
2023,se,FT,ml engineer,203500,USD,203500.0,US,100,US,m,Elite
2022,se,FT,data scientist,203500,USD,203500.0,US,0,US,m,Elite
2022,se,FT,analytics engineer,203500,USD,203500.0,US,0,US,m,Elite
2023,se,FT,data engineer,203300,USD,203300.0,US,100,US,m,Elite
2023,se,FT,data engineer,203100,USD,203100.0,US,0,US,m,Elite
2024,se,FT,machine learning engineer,203000,USD,203000.0,US,0,US,m,Elite
2023,en,FT,data analyst,203000,USD,203000.0,US,0,US,m,Elite
2023,se,FT,data scientist,203000,USD,203000.0,US,100,US,m,Elite
2023,se,FT,research engineer,203000,USD,203000.0,US,0,US,m,Elite
2022,se,FT,machine learning engineer,202900,USD,202900.0,US,100,US,l,Elite
2024,se,FT,business intelligence engineer,202800,USD,202800.0,US,100,US,m,Elite
2024,se,FT,data scientist,202800,USD,202800.0,US,0,US,m,Elite
2024,se,FT,data scientist,202800,USD,202800.0,US,100,US,m,Elite
2023,se,FT,business intelligence engineer,202800,USD,202800.0,US,0,US,l,Elite
2023,se,FT,data analyst,202800,USD,202800.0,US,0,US,l,Elite
2022,se,FT,data scientist,202800,USD,202800.0,US,0,US,l,Elite
2024,se,FT,data scientist,202600,USD,202600.0,US,0,US,m,Elite
2023,se,FT,data scientist,202600,USD,202600.0,US,100,US,m,Elite
2024,se,FT,data architect,202500,USD,202500.0,US,0,US,m,Elite
2023,se,FT,data engineer,202500,USD,202500.0,US,0,US,m,Elite
2023,mi,FT,data engineer,202400,USD,202400.0,US,0,US,m,Elite
2023,se,FT,data engineer,202400,USD,202400.0,US,100,US,m,Elite
2023,se,FT,machine learning engineer,202353,USD,202353.0,US,0,US,m,Elite
2023,se,FT,ml engineer,202353,USD,202353.0,US,0,US,m,Elite
2024,se,FT,research scientist,202350,USD,202350.0,US,0,US,m,Elite
2023,se,FT,research scientist,202350,USD,202350.0,US,0,US,m,Elite
2024,mi,FT,machine learning engineer,202000,USD,202000.0,US,0,US,m,Elite
2023,se,FT,bi analyst,202000,USD,202000.0,US,100,US,m,Elite
2023,se,FT,data scientist,202000,USD,202000.0,US,0,US,m,Elite
2023,se,FT,data scientist,202000,USD,202000.0,US,100,US,m,Elite
2023,se,FT,data engineer,202000,USD,202000.0,US,100,US,m,Elite
2024,se,FT,data engineer,201900,USD,201900.0,US,0,US,m,Elite
2023,ex,FT,director of data science,201900,USD,201900.0,US,0,US,m,Elite
2023,se,FT,data scientist,201700,USD,201700.0,US,0,US,m,Elite
2023,se,FT,data scientist,201650,USD,201650.0,US,0,US,m,Elite
2024,mi,FT,data science manager,201450,USD,201450.0,US,100,US,m,Elite
2023,se,FT,data scientist,201450,USD,201450.0,US,100,US,m,Elite
2023,se,FT,data engineer,201450,USD,201450.0,US,100,US,m,Elite
2024,se,FT,machine learning engineer,201400,USD,201400.0,US,0,US,m,Elite
2024,mi,FT,data science,201400,USD,201400.0,US,0,US,m,Elite
2024,se,FT,data engineer,201400,USD,201400.0,US,0,US,m,Elite
2024,mi,FT,data scientist,201400,USD,201400.0,US,0,US,m,Elite
2023,se,FT,data scientist,201036,USD,201036.0,US,0,US,m,Elite
2024,ex,FT,data engineer,201000,USD,201000.0,CA,100,CA,m,Elite
2024,se,FT,research scientist,201000,USD,201000.0,US,0,US,m,Elite
2023,se,FT,data scientist,201000,USD,201000.0,US,0,US,m,Elite
2022,se,FT,machine learning engineer,201000,USD,201000.0,US,100,US,m,Elite
2022,se,FT,data analyst,201000,USD,201000.0,US,100,US,m,Elite
2022,se,FT,machine learning engineer,201000,USD,201000.0,US,0,US,m,Elite
2024,se,FT,machine learning engineer,200800,USD,200800.0,US,0,US,m,Elite
2024,mi,FT,prompt engineer,200800,USD,200800.0,US,0,US,m,Elite
2024,se,FT,research engineer,200800,USD,200800.0,US,0,US,m,Elite
2023,se,FT,machine learning engineer,200800,USD,200800.0,US,0,US,m,Elite
2023,se,FT,research engineer,200800,USD,200800.0,US,0,US,m,Elite
2024,se,FT,data scientist,200740,USD,200740.0,US,0,US,m,Elite
2024,se,FT,analytics engineer,200400,USD,200400.0,US,0,US,m,Elite
2024,mi,FT,analytics engineer,200400,USD,200400.0,US,0,US,m,Elite
2024,se,FT,data management specialist,200400,USD,200400.0,US,0,US,m,Elite
2024,mi,FT,business intelligence analyst,200400,USD,200400.0,US,0,US,m,Elite
2024,mi,FT,data scientist,200300,USD,200300.0,US,0,US,m,Elite
2024,se,FT,data analyst,200200,USD,200200.0,US,0,US,m,Elite
2023,se,FT,data scientist,200160,USD,200160.0,US,0,US,m,Elite
2022,se,FT,data engineer,200100,USD,200100.0,US,100,US,m,Elite
2024,se,FT,ml engineer,200070,USD,200070.0,CA,0,CA,m,Elite
2024,ex,FT,ai engineer,200070,USD,200070.0,CA,0,CA,m,Elite
2024,se,FT,data scientist,200070,USD,200070.0,CA,0,CA,m,Elite
2024,se,FT,data engineer,200000,USD,200000.0,US,0,US,m,Very High
2024,se,FT,data science,200000,USD,200000.0,US,0,US,m,Very High
2024,ex,FT,business intelligence,200000,USD,200000.0,US,0,US,m,Very High
2024,mi,FT,data engineer,200000,USD,200000.0,US,0,US,m,Very High
2024,se,FT,data engineer,200000,USD,200000.0,US,100,US,m,Very High
2024,se,FT,research scientist,200000,USD,200000.0,US,0,US,m,Very High
2024,se,FT,ml engineer,200000,USD,200000.0,US,0,US,m,Very High
2024,mi,FT,research scientist,200000,USD,200000.0,US,0,US,m,Very High
2024,mi,FT,machine learning scientist,200000,USD,200000.0,US,0,US,m,Very High
2024,mi,FT,machine learning engineer,200000,USD,200000.0,US,0,US,m,Very High
2024,mi,FT,data engineer,200000,USD,200000.0,US,100,US,m,Very High
2024,se,FT,machine learning engineer,200000,USD,200000.0,CA,0,CA,m,Very High
2024,se,FT,machine learning engineer,200000,USD,200000.0,US,0,US,m,Very High
2024,mi,FT,data infrastructure engineer,200000,USD,200000.0,US,0,US,m,Very High
2024,mi,FT,data product manager,200000,USD,200000.0,US,0,US,m,Very High
2024,mi,FT,ai research engineer,200000,USD,200000.0,US,0,US,l,Very High
2024,mi,FT,prompt engineer,200000,USD,200000.0,AU,100,AU,m,Very High
2024,mi,FT,ai engineer,200000,USD,200000.0,US,100,US,m,Very High
2024,se,FT,machine learning engineer,200000,USD,200000.0,US,100,US,m,Very High
2024,se,FT,data architect,200000,USD,200000.0,US,0,US,m,Very High
2024,en,FT,research analyst,200000,USD,200000.0,US,0,US,m,Very High
2024,mi,CT,data analyst lead,200000,NZD,125000.0,NZ,50,NZ,s,High
2024,se,FT,data scientist,200000,USD,200000.0,US,0,US,m,Very High
2024,mi,FT,machine learning engineer,200000,USD,200000.0,US,100,US,l,Very High
2024,se,FT,data analyst,200000,USD,200000.0,US,100,US,m,Very High
2024,mi,FT,ai engineer,200000,USD,200000.0,US,0,US,m,Very High
2024,se,FT,ai engineer,200000,USD,200000.0,US,100,US,m,Very High
2024,se,FT,research analyst,200000,USD,200000.0,US,0,US,m,Very High
2023,mi,FT,data engineer,200000,USD,200000.0,US,0,US,m,Very High
2023,mi,FT,data science,200000,USD,200000.0,US,0,US,m,Very High
2023,se,FT,machine learning scientist,200000,USD,200000.0,US,0,US,m,Very High
2023,se,FT,data engineer,200000,USD,200000.0,US,0,US,m,Very High
2023,se,FT,machine learning engineer,200000,USD,200000.0,US,0,US,m,Very High
2023,ex,FT,nlp engineer,200000,USD,200000.0,US,0,US,m,Very High
2023,se,FT,data architect,200000,USD,200000.0,US,100,US,m,Very High
2023,se,FT,research scientist,200000,USD,200000.0,US,0,US,m,Very High
2023,se,FT,machine learning engineer,200000,USD,200000.0,US,100,US,m,Very High
2023,se,FT,data scientist,200000,USD,200000.0,US,0,US,m,Very High
2023,se,FT,data engineer,200000,USD,200000.0,US,100,US,m,Very High
2023,ex,FT,director of data science,200000,GBP,246080.0,GB,100,GB,m,Elite
2023,se,FT,research engineer,200000,USD,200000.0,US,0,US,m,Very High
2023,se,FT,data analyst,200000,USD,200000.0,US,0,US,m,Very High
2023,ex,FT,head of data,200000,USD,200000.0,US,100,US,m,Very High
2023,ex,FT,analytics engineer,200000,USD,200000.0,US,0,US,m,Very High
2023,mi,FT,machine learning engineer,200000,USD,200000.0,US,0,US,m,Very High
2023,ex,FT,head of data,200000,GBP,246080.0,GB,0,GB,m,Elite
2023,se,FT,data infrastructure engineer,200000,USD,200000.0,US,0,US,m,Very High
2023,se,FT,analytics engineer,200000,USD,200000.0,US,100,US,l,Very High
2023,ex,FT,machine learning engineer,200000,USD,200000.0,US,100,US,m,Very High
2023,se,FT,data engineer,200000,USD,200000.0,CA,100,CA,m,Very High
2023,ex,FT,data engineer,200000,USD,200000.0,US,0,US,m,Very High
2023,mi,FT,data engineer,200000,USD,200000.0,US,100,US,m,Very High
2023,mi,FT,research scientist,200000,USD,200000.0,US,0,US,m,Very High
2023,se,FT,business intelligence analyst,200000,USD,200000.0,US,100,US,m,Very High
2023,en,FT,research scientist,200000,USD,200000.0,US,100,US,m,Very High
2023,ex,FT,ai architect,200000,EUR,215936.0,BE,100,US,l,Elite
2023,se,FT,data scientist,200000,USD,200000.0,US,100,US,m,Very High
2023,se,FT,ai architect,200000,USD,200000.0,US,100,US,l,Very High
2023,mi,FT,machine learning engineer,200000,USD,200000.0,GB,0,GB,m,Very High
2023,se,FT,data engineer,200000,PLN,46565.0,PL,100,PL,l,Low
2023,ex,FT,data engineer,200000,USD,200000.0,US,100,US,m,Very High
2023,ex,FT,director of data science,200000,GBP,246080.0,GB,0,GB,m,Elite
2023,mi,FT,data science lead,200000,USD,200000.0,US,0,US,m,Very High
2023,mi,FT,machine learning engineer,200000,USD,200000.0,US,100,US,m,Very High
2023,mi,FT,research engineer,200000,USD,200000.0,US,0,US,m,Very High
2023,mi,FT,ai developer,200000,USD,200000.0,US,100,US,m,Very High
2023,ex,FT,data scientist,200000,USD,200000.0,US,0,US,m,Very High
2023,mi,FT,data scientist,200000,USD,200000.0,US,100,US,m,Very High
2023,en,FT,ai developer,200000,EUR,215936.0,DE,100,DE,l,Elite
2023,mi,FT,machine learning scientist,200000,USD,200000.0,US,0,US,s,Very High
2023,se,FT,analytics engineer,200000,USD,200000.0,US,100,US,m,Very High
2023,se,FT,ml engineer,200000,USD,200000.0,US,0,US,m,Very High
2023,se,FT,computer vision engineer,200000,USD,200000.0,US,100,US,s,Very High
2023,se,FT,data lead,200000,USD,200000.0,US,0,US,m,Very High
2022,ex,FT,data engineer,200000,USD,200000.0,US,0,US,m,Very High
2022,en,FT,ai scientist,200000,USD,200000.0,CA,50,CA,l,Very High
2022,se,FT,data engineer,200000,USD,200000.0,US,0,US,m,Very High
2022,se,FT,marketing data analyst,200000,USD,200000.0,GB,100,GB,s,Very High
2022,se,FT,data scientist,200000,USD,200000.0,US,100,US,m,Very High
2022,se,FT,machine learning manager,200000,USD,200000.0,US,100,US,m,Very High
2022,se,FT,bi analyst,200000,USD,200000.0,NG,100,NG,s,Very High
2022,se,FT,data engineer,200000,USD,200000.0,US,100,US,m,Very High
2022,se,FT,machine learning engineer,200000,USD,200000.0,PR,100,PR,m,Very High
2022,ex,FT,machine learning scientist,200000,USD,200000.0,US,100,US,s,Very High
2022,ex,FT,ai scientist,200000,USD,200000.0,US,100,US,s,Very High
2022,ex,FT,analytics engineer,200000,USD,200000.0,US,100,US,m,Very High
2022,se,FT,machine learning engineer,200000,USD,200000.0,US,100,US,l,Very High
2022,se,FT,data engineer,200000,USD,200000.0,PR,100,PR,m,Very High
2022,mi,FT,analytics engineer,200000,USD,200000.0,US,0,US,m,Very High
2022,mi,FT,ai scientist,200000,USD,200000.0,US,100,US,m,Very High
2022,se,FT,data science manager,200000,USD,200000.0,US,100,US,m,Very High
2022,mi,FT,ai scientist,200000,USD,200000.0,IN,100,US,l,Very High
2022,ex,FT,data engineer,200000,USD,200000.0,US,100,US,m,Very High
2022,mi,FT,data scientist,200000,USD,200000.0,US,100,US,m,Very High
2022,se,FT,head of data,200000,USD,200000.0,MY,100,US,m,Very High
2021,se,FT,principal data engineer,200000,USD,200000.0,US,100,US,m,Very High
